task_id,task_num,primary_family,confidence,candidate_flags,n_train,n_test,n_arc_gen,n_examples,shape_relation,same_shape_examples,expand_examples,shrink_examples,mixed_examples,input_shape_modes,output_shape_modes,input_colors,output_colors,new_output_colors,input_color_list,output_color_list,new_output_color_list,all_identity,global_mapping_consistent,global_mapping,mapping_conflicts,fixed_geometric_transforms,local_3x3_score,local_3x3_conflicts,local_3x3_samples,input_nonzero_preserved_ratio,added_nonzero_cells,changed_cells,notes
task196,196,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,9x9:95;15x15:89;12x12:82,9x9:95;15x15:89;12x12:82,01,013,3,"[0,1]","[0,1,3]",[3],False,False,"{""0"":0,""1"":1}",3546,,0.95513,401,8937,0.503709,0,3546,"Same shape; cells/objects are kept, removed, or highlighted."
task197,197,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,10x8:36;14x10:32;6x8:30;14x8:28;12x8:26,10x8:36;14x10:32;6x8:30;14x8:28;12x8:26,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4045,,0.837979,930,5740,1.0,4045,4045,Output preserves input and adds missing pattern cells.
task198,198,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,29x29:66;23x23:64;19x19:51;27x27:33;17x17:31,29x29:66;23x23:64;19x19:51;27x27:33;17x17:31,01256789,123456789,34,"[0,1,2,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]","[3,4]",False,False,"{""0"":3,""1"":1,""2"":2,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",71533,,0.652778,12125,34920,1.0,108291,108291,Same shape; input is mostly preserved while new fill or marking cells are added.
task199,199,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,5x5:27;4x4:25;14x14:24;12x12:23;7x7:23,5x5:27;4x4:25;14x14:24;12x12:23;7x7:23,012356789,0123456789,4,"[0,1,2,3,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[4],False,False,"{""0"":0,""1"":4,""2"":4,""3"":4,""5"":4,""6"":4,""7"":4,""8"":4,""9"":4}",6594,,0.77002,1143,4970,0.0,6594,6860,"Same shape; cells/objects are kept, removed, or highlighted."
task200,200,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,80,84,same_shape_variable_size,84,0,0,0,10x10:84,10x10:84,012346789,0123456789,5,"[0,1,2,3,4,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[5],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""6"":6,""7"":7,""8"":8,""9"":9}",2679,,0.665333,2008,6000,1.0,2679,2679,Same shape; input is mostly preserved while new fill or marking cells are added.
task201,201,cropping_extraction,medium,shape_shrinks,4,1,261,266,shrinks,0,0,266,0,13x13:266,6x8:53;5x6:50;4x6:44;6x6:44;5x8:39,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task202,202,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,19x14:4;20x18:4;17x20:4;14x15:3;10x35:3,19x14:4;20x18:4;17x20:4;14x15:3;10x35:3,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":0}",11426,,0.936679,1176,18572,0.941863,0,4637,Output preserves input and adds missing pattern cells.
task203,203,mask_object_selection,low,same_shape_nonlocal_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,6x6:44;16x16:42;14x14:41;10x10:39;8x8:38,6x6:44;16x16:42;14x14:41;10x10:39;8x8:38,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""1"":3,""2"":5,""3"":1,""4"":8,""5"":2,""6"":2,""7"":3,""8"":4,""9"":1}",36712,,0.803743,1720,8764,0.086372,0,37784,"Same shape; cells/objects are kept, removed, or highlighted."
task204,204,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,5,1,262,268,same_shape_variable_size,268,0,0,0,11x11:32;10x10:30;12x12:29;14x14:28;20x20:24,11x11:32;10x10:30;12x12:29;14x14:28;20x20:24,01,0127,27,"[0,1]","[0,1,2,7]","[2,7]",False,False,"{""0"":0,""1"":1}",6016,,0.91588,1158,13766,1.0,6016,6016,Same shape; input is mostly preserved while new fill or marking cells are added.
task205,205,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,23x20:5;30x17:4;25x18:4;27x24:4;29x16:4,9x6:20;7x9:19;8x10:16;7x7:14;10x9:13,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task206,206,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,12x9:13;11x8:12;11x9:11;9x8:11;8x7:10,12x9:13;11x8:12;11x9:11;9x8:11;8x7:10,012356,01236,,"[0,1,2,3,5,6]","[0,1,2,3,6]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""5"":2,""6"":6}",1301,,0.935101,350,5393,0.838298,1113,1379,Output preserves input and adds missing pattern cells.
task207,207,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,5x5:265,2x2:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task208,208,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,21x21:266,21x21:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4836,,0.994444,147,26460,0.956597,509,4836,Output preserves input and adds missing pattern cells.
task209,209,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,20x17:12;17x19:12;17x17:11;19x16:11;15x15:10,11x15:10;10x15:9;10x16:8;12x12:8;11x14:7,012348,012348,,"[0,1,2,3,4,8]","[0,1,2,3,4,8]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task210,210,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,3x3:266,6x3:266,01,01,,"[0,1]","[0,1]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task211,211,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,3x2:266,9x4:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task212,212,pattern_completion,low,mostly_preserves_input_adds_or_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,10x10:265,10x10:265,0125,0125,,"[0,1,2,5]","[0,1,2,5]",[],False,False,"{""0"":0,""1"":1,""2"":2,""5"":5}",4731,,0.804833,1171,6000,1.0,4731,4731,Output preserves input and adds missing pattern cells.
task213,213,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,20x20:12;11x11:9;9x9:9;21x21:8;18x20:8,5x5:60;4x4:55;6x6:51;3x3:50;7x7:49,0123456789,12346789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task214,214,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,3x11:266,3x11:266,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":4,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4246,,0.522727,945,1980,1.0,4788,4788,Output preserves input and adds missing pattern cells.
task215,215,pattern_completion,low,mostly_preserves_input_adds_or_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,10x12:7;18x14:7;11x10:7;15x19:6;18x16:6,10x12:7;18x14:7;11x10:7;15x19:6;18x16:6,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",23884,,0.601198,5395,13528,1.0,23884,23884,Output preserves input and adds missing pattern cells.
task216,216,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,20x20:266,5x16:8;6x10:7;7x8:6;5x12:6;8x4:6,012,12,,"[0,1,2]","[1,2]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task217,217,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,9x9:266,9x9:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",3868,,0.199588,3890,4860,1.0,3868,3868,Output preserves input and adds missing pattern cells.
task218,218,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,21x21:266,3x2:73;3x3:66;2x2:65;2x3:62,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task219,219,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,261,265,same_shape_variable_size,265,0,0,0,15x10:265,15x10:265,08,018,1,"[0,8]","[0,1,8]",[1],False,False,"{""0"":0,""8"":8}",4711,,0.875778,1118,9000,1.0,4711,4711,Same shape; input is mostly preserved while new fill or marking cells are added.
task220,220,fill_enclosed_regions,medium,adds_new_color_preserves_input|local_3x3_consistent|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,15x15:37;14x14:36;13x13:31;12x12:29;11x11:29,15x15:37;14x14:36;13x13:31;12x12:29;11x11:29,0238,0123468,146,"[0,2,3,8]","[0,1,2,3,4,6,8]","[1,4,6]",False,False,"{""0"":0,""2"":2,""3"":3,""8"":8}",4248,,1.0,0,9055,1.0,4248,4248,Same shape; input is mostly preserved while new fill or marking cells are added.
task221,221,expansion_tiling,medium,shape_expands,4,1,262,267,expands,0,267,0,0,3x3:267,15x15:59;21x21:56;9x9:55;18x18:51;12x12:46,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task222,222,same_shape_local_rule,medium,local_3x3_consistent,3,1,262,266,same_shape_variable_size,266,0,0,0,16x16:266,16x16:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0}",3513,,1.0,0,15360,0.099002,0,31971,Same shape; output appears explainable by local neighborhoods.
task223,223,expansion_tiling,medium,shape_expands,2,1,262,265,expands,0,265,0,0,3x3:265,9x9:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task224,224,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,14x13:22;14x15:21;13x13:17;13x12:16;15x14:13,14x13:22;14x15:21;13x13:17;13x12:16;15x14:13,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",9008,,0.791094,2280,10914,1.0,9008,9008,Output preserves input and adds missing pattern cells.
task225,225,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,6x6:265,6x6:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":8,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",8162,,0.38287,1333,2160,1.0,2914,2914,Output preserves input and adds missing pattern cells.
task226,226,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,129,133,same_shape_variable_size,133,0,0,0,10x10:133,10x10:133,05,01235,123,"[0,5]","[0,1,2,3,5]","[1,2,3]",False,False,"{""0"":1,""5"":5}",6212,,0.733833,1597,6000,1.0,1612,1612,Same shape; input is mostly preserved while new fill or marking cells are added.
task227,227,cropping_extraction,medium,shape_shrinks|new_output_colors,4,1,262,267,shrinks,0,0,267,0,8x4:267,4x4:267,013,02,2,"[0,1,3]","[0,2]",[2],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task228,228,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:266,10x10:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":7,""8"":8,""9"":0}",4230,,0.9645,213,6000,0.800898,1064,2128,Output preserves input and adds missing pattern cells.
task229,229,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,3x3:267,3x3:267,12346789,123456789,5,"[1,2,3,4,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[5],False,False,"{""1"":5,""2"":2,""3"":5,""4"":4,""6"":5,""7"":5,""8"":5,""9"":5}",1212,,0.992593,4,540,0.529754,0,1130,"Same shape; cells/objects are kept, removed, or highlighted."
task230,230,fill_enclosed_regions,medium,adds_new_color_preserves_input|local_3x3_consistent|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,15x15:149;10x10:117,15x15:149;10x10:117,05,012345,1234,"[0,5]","[0,1,2,3,4,5]","[1,2,3,4]",False,False,"{""0"":0,""5"":5}",3392,,1.0,0,10250,1.0,3392,3392,Same shape; input is mostly preserved while new fill or marking cells are added.
task231,231,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,5x6:63;5x8:56;5x10:53;5x7:51;5x9:43,5x12:63;5x16:56;5x20:53;5x14:51;5x18:43,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task232,232,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,12x8:9;14x8:8;8x11:8;7x9:8;12x11:8,12x8:9;14x8:8;8x11:8;7x9:8;12x11:8,012346789,0123456789,5,"[0,1,2,3,4,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[5],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""6"":6,""7"":7,""8"":8,""9"":9}",4641,,0.8753,830,6656,1.0,4641,4641,Same shape; input is mostly preserved while new fill or marking cells are added.
task233,233,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,21x23:7;24x19:5;24x22:5;27x25:4;23x25:4,8x16:5;19x17:5;20x17:5;18x15:5;12x17:5,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task234,234,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,20x16:11;15x20:7;16x17:7;18x16:7;17x16:7,20x16:11;15x20:7;16x17:7;18x16:7;17x16:7,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",8367,,0.863823,2251,16530,0.701057,3673,8367,"Same shape; cells/objects are kept, removed, or highlighted."
task235,235,cropping_extraction,medium,shape_shrinks|new_output_colors,4,1,64,69,shrinks,0,0,69,0,4x14:69,3x3:69,05,2348,2348,"[0,5]","[2,3,4,8]","[2,3,4,8]",False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task236,236,cropping_extraction,medium,shape_shrinks|new_output_colors,4,1,262,267,shrinks,0,0,267,0,9x4:267,4x4:267,0124,03,3,"[0,1,2,4]","[0,3]",[3],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task237,237,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,261,266,same_shape_variable_size,266,0,0,0,7x4:11;8x5:10;5x7:9;3x3:8;6x3:8,7x4:11;8x5:10;5x7:9;3x3:8;6x3:8,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",2543,,0.787266,421,1979,1.0,2543,2543,Output preserves input and adds missing pattern cells.
task238,238,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,16x15:38;15x14:35;14x16:32;16x14:32;15x16:30,6x6:98;5x5:85;7x7:83,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task239,239,composite_or_unknown,low,mixed_shape_relation|new_output_colors,4,1,262,267,mixed_shape_change,0,76,0,191,4x3:73;3x3:66;4x4:65;3x4:63,6x3:46;8x2:33;6x2:21;8x3:21;9x2:19,123456789,0123456789,0,"[1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[0],False,False,,1,,0.0,0,0,0.0,0,0,No simple family detected or multiple families likely apply.
task240,240,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,19x19:266,19x19:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",6838,,0.926777,1586,21660,1.0,6838,6838,Output preserves input and adds missing pattern cells.
task241,241,geometric_transform,high,fixed_geometric_transpose,3,1,262,266,same_shape_variable_size,266,0,0,0,7x7:43;5x5:42;8x8:42;4x4:39;6x6:35,7x7:43;5x5:42;8x8:42;4x4:39;6x6:35,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":3,""1"":0,""2"":0,""3"":0,""4"":0,""5"":5,""6"":0,""7"":0,""8"":0,""9"":0}",6502,transpose,0.763099,529,2233,0.410112,2310,4620,Output matches a fixed rotate/flip/transpose/shift transform.
task242,242,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,16x16:266,3x3:266,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task243,243,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,12x12:46;16x16:42;13x13:39;17x17:39;14x14:38,12x12:46;16x16:42;13x13:39;17x17:39;14x14:38,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":1,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",6395,,0.981483,246,13285,1.0,23239,23239,Output preserves input and adds missing pattern cells.
task244,244,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,11x11:53;14x14:41;8x8:40;23x23:34;15x15:34,3x3:137;4x4:129,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task245,245,mask_object_selection,low,same_shape_nonlocal_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,9x7:24;7x7:21;10x7:20;10x9:20;7x8:20,9x7:24;7x7:21;10x7:20;10x9:20;7x8:20,023,023,,"[0,2,3]","[0,2,3]",[],False,False,"{""0"":0,""2"":0,""3"":3}",2668,,0.864865,595,4403,0.460653,2015,4030,"Same shape; cells/objects are kept, removed, or highlighted."
task246,246,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,18x14:7;11x10:7;18x16:6;10x12:6;18x12:6,18x14:7;11x10:7;18x16:6;10x12:6;18x12:6,023,0238,8,"[0,2,3]","[0,2,3,8]",[8],False,False,"{""0"":0,""2"":2,""3"":3}",2108,,0.963247,494,13441,1.0,2108,2108,Same shape; input is mostly preserved while new fill or marking cells are added.
task247,247,cropping_extraction,medium,shape_shrinks,6,1,262,269,shrinks,0,0,269,0,10x10:269,5x1:30;3x3:29;5x3:28;3x1:27;4x2:25,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task248,248,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,9,13,same_shape_variable_size,13,0,0,0,10x2:2;10x3:2;10x4:2;10x5:2;10x10:1,10x2:2;10x3:2;10x4:2;10x5:2;10x10:1,01,01,,"[0,1]","[0,1]",[],False,False,"{""0"":0,""1"":1}",117,,0.847059,104,680,1.0,117,117,Output preserves input and adds missing pattern cells.
task249,249,expansion_tiling,medium,shape_expands,3,1,261,265,expands,0,265,0,0,5x4:39;4x3:36;5x3:32;3x5:31;4x5:29,5x8:39;4x6:36;5x6:32;3x10:31;4x10:29,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task250,250,mask_object_selection,low,same_shape_nonlocal_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,10x10:265,10x10:265,025,025,,"[0,2,5]","[0,2,5]",[],False,False,"{""0"":0,""2"":2,""5"":0}",1591,,0.963667,218,6000,0.399849,1591,3182,"Same shape; cells/objects are kept, removed, or highlighted."
task251,251,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,12x12:105;11x11:58;10x10:52;9x9:30;8x8:21,12x12:105;11x11:58;10x10:52;9x9:30;8x8:21,02,012,1,"[0,2]","[0,1,2]",[1],False,False,"{""0"":0,""2"":2}",2708,,0.935004,459,7062,1.0,2708,2708,Same shape; input is mostly preserved while new fill or marking cells are added.
task252,252,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,14x14:26;12x12:24;7x7:24;5x5:23;13x13:22,14x14:26;12x12:24;7x7:24;5x5:23;13x13:22,012356789,0123456789,4,"[0,1,2,3,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[4],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",1377,,0.958259,211,5055,0.540847,0,1377,"Same shape; cells/objects are kept, removed, or highlighted."
task253,253,cropping_extraction,medium,shape_shrinks,2,1,262,265,shrinks,0,0,265,0,13x13:265,4x4:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task254,254,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,9x9:265,9x9:265,05,012,12,"[0,5]","[0,1,2]","[1,2]",False,False,"{""0"":0,""5"":1}",3471,,0.860082,680,4860,0.0,0,5598,"Same shape; cells/objects are kept, removed, or highlighted."
task255,255,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,261,265,same_shape_variable_size,265,0,0,0,30x30:265,30x30:265,012456789,0123456789,3,"[0,1,2,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[3],False,False,"{""0"":0,""1"":1,""2"":2,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",61977,,0.752111,13386,54000,1.0,61977,61977,Same shape; input is mostly preserved while new fill or marking cells are added.
task256,256,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,9x9:15;10x10:12;8x9:9;11x10:9;9x10:9,9x9:15;10x10:12;8x9:9;11x10:9;9x10:9,02,0123,13,"[0,2]","[0,1,2,3]","[1,3]",False,False,"{""0"":3,""2"":2}",17230,,0.295164,3250,4611,1.0,5890,5890,Same shape; input is mostly preserved while new fill or marking cells are added.
task257,257,cropping_extraction,medium,shape_shrinks,6,1,262,269,shrinks,0,0,269,0,9x9:269,4x4:269,014678,04678,,"[0,1,4,6,7,8]","[0,4,6,7,8]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task258,258,fill_enclosed_regions,medium,adds_new_color_preserves_input|local_3x3_consistent|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:52;7x7:49;9x9:45;6x6:43;8x8:39,10x10:52;7x7:49;9x9:45;6x6:43;8x8:39,01,012,2,"[0,1]","[0,1,2]",[2],False,False,"{""0"":2,""1"":1}",11920,,1.0,0,3666,1.0,1696,1696,Same shape; input is mostly preserved while new fill or marking cells are added.
task259,259,cropping_extraction,medium,shape_shrinks|new_output_colors,3,1,262,266,shrinks,0,0,266,0,7x6:39;6x5:35;5x7:32;7x5:32;6x7:29,3x2:72;2x3:69;3x3:67;2x2:58,123456789,023456789,0,"[1,2,3,4,5,6,7,8,9]","[0,2,3,4,5,6,7,8,9]",[0],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
