,Channel,Original Interest Rate,Current Interest Rate,Original UPB,UPB at Issuance,Original Loan Term,Loan Age,Remaining Months to Legal Maturity,Remaining Months To Maturity,Original Loan to Value Ratio (LTV),Original Combined Loan to Value Ratio (CLTV),Number of Borrowers,Debt-To-Income (DTI),Borrower Credit Score at Origination,Co-Borrower Credit Score at Origination,First Time Home Buyer Indicator,Loan Purpose ,Property Type,Number of Units,Occupancy Status,Property State,Metropolitan Statistical Area (MSA) or Metropolitan Statistical Division Area (MSDA),Mortgage Insurance Percentage,Amortization Type,Prepayment Penalty Indicator,Interest Only Loan Indicator,Interest Only First Principal And Interest Payment Date,Months to Amortization,Loan Payment History,Modification Flag,Mortgage Insurance Cancellation Indicator,Zero Balance Code,Zero Balance Effective Date,UPB at the Time of Removal,Repurchase Date,Scheduled Principal Current,Total Principal Current,Unscheduled Principal Current,Last Paid Installment Date,Property Preservation and Repair Costs,Asset Recovery Costs,Miscellaneous Holding Expenses and Credits,Associated Taxes for Holding Property,Modification-Related Non-Interest Bearing UPB,Principal Forgiveness Amount,Original List Start Date,Original List Price,Current List Price,Borrower Credit Score At Issuance,Co-Borrower Credit Score At Issuance,Borrower Credit Score Current ,Co-Borrower Credit Score Current,Mortgage Insurance Type,Servicing Activity Indicator,Special Eligibility Program,Relocation Mortgage Indicator,Zero Balance Code Change Date,Loan Holdback Effective Date,Property Valuation Method ,High Balance Loan Indicator ,ARM Initial Fixed-Rate Period  ≤ 5 YR Indicator,ARM Product Type,Initial Fixed-Rate Period ,Interest Rate Adjustment Frequency,Next Interest Rate Adjustment Date,Next Payment Change Date,ARM Cap Structure,Initial Interest Rate Cap Up Percent,Periodic Interest Rate Cap Up Percent,Lifetime Interest Rate Cap Up Percent,Mortgage Margin,ARM Balloon Indicator,ARM Plan Number,Borrower Assistance Plan,High Loan to Value (HLTV) Refinance Option Indicator,Repurchase Make Whole Proceeds Flag,Total Deferral Amount ,Payment Deferral Modification Event Indicator,Interest Bearing UPB,market rate
14853,R,6.75,6.75,767000.0,,360,-1,361,360,83,83,1,48.0,758.0,,N,P,PU,1,P,OR,38900,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6497,R,6.375,6.375,203000.0,,360,1,359,359,80,102,1,38.0,814.0,,Y,P,CO,1,P,NY,35620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11830,C,6.625,6.625,760000.0,,360,0,360,359,95,95,1,44.0,775.0,,Y,P,PU,1,P,MO,41180,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,670.53,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9282,R,6.5,6.5,232000.0,,360,1,359,359,80,80,2,49.0,734.0,800.0,Y,P,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,209.91,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16057,R,7.125,7.125,218000.0,,360,0,360,346,97,97,1,35.0,684.0,,Y,P,SF,1,P,IL,16980,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1295,C,7.875,7.875,469000.0,,360,3,357,357,90,90,2,47.0,692.0,803.0,N,P,PU,1,P,NE,36540,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,327.04,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11097,B,6.999,6.999,431000.0,,360,0,360,360,69,69,1,42.0,775.0,,N,P,MH,1,P,CO,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3898,R,6.625,6.625,252000.0,,360,2,358,357,95,95,1,30.0,799.0,,N,P,SF,1,P,OK,46140,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,294.44,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12884,R,6.5,6.5,372000.0,,360,1,359,359,90,90,1,47.0,785.0,,Y,P,SF,1,P,NJ,35620,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7261,C,6.998,6.998,398000.0,,360,0,360,360,97,97,2,43.0,741.0,744.0,Y,P,SF,1,P,CA,40900,35.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10122,B,6.03,6.03,608000.0,,360,1,359,359,80,80,2,49.0,777.0,722.0,Y,P,SF,1,P,NY,35620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,601.82,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6156,R,7.5,7.5,674000.0,,360,2,358,358,80,80,1,44.0,741.0,,N,P,PU,1,P,WA,42660,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,503.57,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3312,R,6.875,6.875,185000.0,,360,1,359,359,69,69,2,39.0,762.0,694.0,N,P,MH,1,P,ID,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,155.34,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
479,R,6.5,6.5,385000.0,,360,2,358,358,65,65,2,39.0,813.0,811.0,N,P,PU,1,P,IL,16980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,400.13,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1596,C,6.625,6.625,722000.0,,360,2,358,358,95,95,2,48.0,793.0,771.0,N,P,SF,1,P,FL,33100,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
13468,R,6.875,6.875,160000.0,,360,-1,361,360,80,80,1,35.0,745.0,,Y,P,SF,1,P,MI,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11187,R,6.5,6.5,80000.0,,360,0,360,360,44,44,1,44.0,693.0,,N,C,SF,1,P,MN,33460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7443,R,7.5,7.5,360000.0,,360,1,359,358,64,64,1,30.0,808.0,,Y,P,SF,1,P,OH,17460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,268.85,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16191,C,6.375,6.375,220000.0,,360,0,360,360,55,55,2,10.0,800.0,802.0,N,P,SF,1,P,CT,25540,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7487,R,7.0,7.0,255000.0,,360,2,358,358,95,95,2,48.0,731.0,745.0,Y,P,SF,1,P,WI,33340,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,210.28,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17578,R,6.125,6.125,615000.0,,360,-1,361,360,80,80,2,37.0,804.0,799.0,Y,P,CO,1,P,MA,14460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11633,R,8.5,8.5,68000.0,,360,3,357,357,80,80,1,33.0,791.0,,N,P,SF,1,I,OH,10420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,41.78,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2487,R,7.1,7.1,423000.0,,360,2,358,358,95,95,1,41.0,811.0,,N,P,CO,1,P,GA,12060,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,341.76,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
5479,R,6.625,6.625,71000.0,,360,1,359,359,70,70,1,43.0,808.0,,N,P,SF,1,I,OH,17460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,62.74,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16258,R,7.125,7.125,291000.0,,360,-1,361,360,75,75,1,39.0,777.0,,N,P,SF,2,I,NJ,35620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1281,R,7.5,7.5,390000.0,,360,3,357,357,55,55,2,48.0,802.0,766.0,N,P,SF,1,P,MN,33460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,293.07,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17182,R,6.99,6.99,531000.0,,360,-1,361,360,85,85,1,40.0,738.0,,N,P,SF,1,P,CO,19740,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16208,C,6.625,6.625,424000.0,,360,0,360,360,75,75,1,38.0,728.0,,N,R,SF,1,P,FL,15980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9332,R,5.5,5.5,342000.0,,360,1,359,161,95,95,2,46.0,785.0,801.0,Y,P,SF,1,P,TX,21340,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,121299.59,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14532,R,6.562,6.562,119000.0,,360,0,360,360,95,95,1,49.0,711.0,,N,P,SF,1,P,NY,0,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
647,R,7.0,7.0,489000.0,,360,1,359,359,95,95,2,34.0,777.0,808.0,Y,P,SF,1,P,MI,24340,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,400.96,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9445,R,6.0,6.0,185000.0,,360,1,359,359,95,95,1,43.0,711.0,,Y,P,SF,1,P,PA,37980,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,184.42,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3613,C,6.25,6.25,400000.0,,360,2,358,358,64,64,1,39.0,794.0,,N,P,PU,1,P,TN,32820,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,381.51,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17897,R,6.99,6.99,750000.0,,360,-1,361,360,75,75,1,35.0,803.0,,N,P,CO,1,P,CA,41740,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6804,C,7.0,7.0,798000.0,,360,1,359,359,95,95,1,46.0,721.0,,Y,P,SF,1,P,HI,46520,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,654.11,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6954,R,6.625,6.625,315000.0,,360,1,359,359,55,55,2,43.0,739.0,741.0,N,C,SF,1,P,IN,16980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,277.48,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1457,R,7.625,7.625,150000.0,,360,1,359,359,52,52,1,40.0,752.0,,N,C,SF,1,I,MI,24340,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,108.57,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
5715,C,7.99,7.99,727000.0,,360,3,357,357,44,44,1,43.0,770.0,,N,P,SF,1,P,WA,42660,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,495.32,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11339,B,6.726,6.726,481000.0,,360,1,359,358,90,90,2,44.0,781.0,802.0,N,P,SF,1,P,CA,12540,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,834.45,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
15401,R,4.75,4.75,329000.0,,360,0,360,360,80,80,1,28.0,729.0,,N,P,PU,1,P,FL,27260,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12320,R,7.25,7.25,267000.0,,360,0,360,360,75,75,1,36.0,774.0,,N,P,PU,1,I,NC,39580,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12007,R,6.375,6.375,176000.0,,360,1,359,359,62,62,1,50.0,790.0,,N,P,PU,1,P,IN,26900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,163.01,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2893,R,7.125,7.125,653000.0,,360,2,358,358,90,90,1,38.0,781.0,,N,P,CO,1,P,OH,18140,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,524.89,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11345,R,6.625,6.625,230000.0,,360,1,359,358,58,58,1,26.0,811.0,,N,C,SF,1,P,MN,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,406.22,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6549,C,7.625,7.625,489000.0,,360,1,359,358,85,85,2,47.0,701.0,653.0,N,P,SF,1,P,MD,47900,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,357.12,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
883,B,7.125,7.125,728000.0,,360,3,357,356,93,93,2,35.0,768.0,723.0,Y,P,PU,1,P,CO,19740,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,592.61,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
543,R,6.875,6.875,344000.0,,360,1,359,359,80,80,1,46.0,779.0,,N,P,PU,1,P,SC,17900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,289.34,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
567,B,6.875,6.875,175000.0,,360,2,358,357,70,70,1,44.0,731.0,,N,P,SF,1,P,FL,37460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,148.99,,,,,,,,,,,,,,,,,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
606,R,6.99,6.99,668000.0,,360,1,359,358,80,80,1,46.0,782.0,,N,P,PU,1,P,PA,37980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,1301.64,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
18290,B,7.375,7.375,36000.0,,360,0,360,360,80,80,1,26.0,699.0,,N,P,SF,1,I,OH,49660,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10700,B,5.695,5.695,285000.0,,180,1,179,127,49,49,2,33.0,798.0,802.0,Y,P,SF,1,P,OH,18140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,1290.47,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14012,R,6.0,6.0,448000.0,,360,0,360,360,90,90,1,28.0,797.0,,N,P,PU,1,P,SC,16700,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11162,R,6.875,6.875,462000.0,,360,1,359,359,70,70,2,50.0,779.0,730.0,Y,P,PU,1,P,CA,40900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,388.24,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7536,R,8.25,8.25,115000.0,,360,0,360,360,74,74,2,41.0,746.0,746.0,N,C,SF,1,P,IL,37900,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3470,C,6.75,6.75,116000.0,,360,2,358,358,80,80,1,28.0,730.0,,Y,P,SF,1,P,IL,16580,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,100.43,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17015,R,6.75,6.75,185000.0,,360,-1,361,360,70,70,1,41.0,735.0,,N,P,CO,1,P,CT,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7391,R,5.25,5.25,376000.0,,360,1,359,358,80,80,1,28.0,810.0,,N,P,PU,1,P,WA,44060,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,432.65,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
13932,B,6.999,6.999,243000.0,,360,0,360,360,97,97,1,39.0,729.0,,Y,P,SF,1,P,GA,12060,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
741,R,7.375,7.375,247000.0,,360,2,358,358,80,80,2,35.0,728.0,738.0,Y,P,PU,1,P,MO,41180,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,188.73,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17254,R,6.125,6.125,355000.0,,360,-1,361,360,93,93,1,31.0,787.0,,Y,P,SF,1,P,MI,19820,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1977,R,7.125,7.125,322000.0,,360,2,358,356,70,70,2,35.0,749.0,709.0,N,P,SF,1,P,MO,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,361.75,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11010,R,6.875,6.875,50000.0,,360,0,360,360,22,22,2,34.0,705.0,684.0,N,C,SF,1,P,PA,38300,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10683,R,6.99,6.99,504000.0,,360,1,359,358,90,90,2,36.0,773.0,820.0,Y,P,SF,1,P,CA,40900,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,830.21,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14619,R,7.75,7.75,175000.0,,360,0,360,359,60,60,2,42.0,643.0,637.0,N,C,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2144,R,6.625,6.625,46000.0,,360,1,359,358,35,35,2,32.0,756.0,714.0,Y,P,SF,1,P,IA,20220,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,121.6,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9801,C,7.5,7.5,450000.0,,360,2,358,357,39,39,1,35.0,752.0,,N,C,PU,1,P,FL,34940,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,674.22,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4457,R,7.625,7.625,488000.0,,360,3,357,357,90,90,2,49.0,798.0,796.0,N,P,CO,1,P,KY,31140,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,357.56,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
14563,R,5.24,5.24,500000.0,,180,0,180,180,23,23,2,10.0,774.0,770.0,N,P,PU,1,P,KY,30460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2160,R,5.875,5.875,79000.0,,180,3,177,177,46,46,1,42.0,758.0,,N,R,SF,1,I,OR,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,277.25,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4429,R,7.375,7.375,144000.0,,360,3,357,357,70,70,1,34.0,780.0,,N,C,SF,1,P,FL,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,110.74,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
